AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Addr_type,BldgName,BldgType,Block,City,CntryName,Country,DisplayX,DisplayY,Distance,District,ExInfo,LangCode,LevelName,LevelType,LongLabel,Match_addr,MetroArea,Nbrhd,Phone,PlaceName,Place_addr,Postal,PostalExt,Rank,Region,RegionAbbr,ResultID,Score,Sector,ShortLabel,Side,StAddr,StDir,StName,StPreDir,StPreType,StType,Status,StrucDet,StrucType,SubAddr,Subregion,Territory,Type,URL,UnitName,UnitType,X,Xmax,Xmin,Y,Ymax,Ymin,Zone
,5029,,,,PointAddress,,,,Oakland,United States,USA,-122.201298103762,37.776070766978,0,,,ENG,,,"5029 Fairfax Ave, Oakland, CA, 94601, USA","5029 Fairfax Ave, Oakland, California, 94601",,,,,"5029 Fairfax Ave, Oakland, California, 94601",94601,5408,20,California,CA,-1,100,,5029 Fairfax Ave,,5029 Fairfax Ave,,Fairfax,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-122.201095513162,-122.200298103762,-122.202298103762,37.776157603495,37.777070766978,37.775070766978,
,3039,,,,PointAddress,,,,Oakland,United States,USA,-122.192699360751,37.77971425456,0,,,ENG,,,"3039 Modesto Ave, Oakland, CA, 94619, USA","3039 Modesto Ave, Oakland, California, 94619",,,,,"3039 Modesto Ave, Oakland, California, 94619",94619,3337,20,California,CA,-1,100,,3039 Modesto Ave,,3039 Modesto Ave,,Modesto,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-122.192605399616,-122.191699360751,-122.193699360751,37.779563296484,37.78071425456,37.77871425456,
,5006,,,,PointAddress,,,,Oakland,United States,USA,-122.201099536475,37.776750204049,0,,,ENG,,,"5006 Fairfax Ave, Oakland, CA, 94601, USA","5006 Fairfax Ave, Oakland, California, 94601",,,,,"5006 Fairfax Ave, Oakland, California, 94601",94601,5407,20,California,CA,-1,100,,5006 Fairfax Ave,,5006 Fairfax Ave,,Fairfax,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-122.201256361884,-122.200099536475,-122.202099536475,37.776681472443,37.777750204049,37.775750204049,
,41063,,,,PointAddress,,,,Fremont,United States,USA,-121.950493204384,37.539834034415,0,,,ENG,,,"41063 Joyce Ave, Fremont, CA, 94539, USA","41063 Joyce Ave, Fremont, California, 94539",,,,,"41063 Joyce Ave, Fremont, California, 94539",94539,4425,20,California,CA,-1,100,,41063 Joyce Ave,,41063 Joyce Ave,,Joyce,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-121.950399410888,-121.949493204384,-121.951493204384,37.539993625851,37.540834034415,37.538834034415,
,2659,,,,PointAddress,,,,Livermore,United States,USA,-121.766714612845,37.692524356624,0,,,ENG,,,"2659 Pickfair Ln, Livermore, CA, 94551, USA","2659 Pickfair Ln, Livermore, California, 94551",,,,,"2659 Pickfair Ln, Livermore, California, 94551",94551,1736,20,California,CA,-1,98.3,,2659 Pickfair Ln,,2659 Pickfair Ln,,Pickfair,,,Ln,M,Single Family,Residential,,Alameda County,,,,,,-121.766831624213,-121.765714612845,-121.767714612845,37.692700711867,37.693524356624,37.691524356624,
,4952,,,,PointAddress,,,,Fremont,United States,USA,-121.999905026518,37.538209412032,0,,,ENG,,,"4952 Brophy Dr, Fremont, CA, 94536, USA","4952 Brophy Dr, Fremont, California, 94536",,,,,"4952 Brophy Dr, Fremont, California, 94536",94536,7304,20,California,CA,-1,100,,4952 Brophy Dr,,4952 Brophy Dr,,Brophy,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.000063025393,-121.998905026518,-122.000905026518,37.538364812517,37.539209412032,37.537209412032,
,161,,,,PointAddress,,,,Alameda,United States,USA,-122.256093287028,37.742579825103,0,,,ENG,,,"161 Shannon Cir, Alameda, CA, 94502, USA","161 Shannon Cir, Alameda, California, 94502",,,,,"161 Shannon Cir, Alameda, California, 94502",94502,7755,20,California,CA,-1,100,,161 Shannon Cir,,161 Shannon Cir,,Shannon,,,Cir,M,Single Family,Residential,,Alameda County,,,,,,-122.255957919292,-122.255093287028,-122.257093287028,37.742712175354,37.743579825103,37.741579825103,
,2643,,,,PointAddress,,,,Oakland,United States,USA,-122.198372065182,37.778510822811,0,,,ENG,,,"2643 Best Ave, Oakland, CA, 94619, USA","2643 Best Ave, Oakland, California, 94619",,,,,"2643 Best Ave, Oakland, California, 94619",94619,3201,20,California,CA,-1,100,,2643 Best Ave,,2643 Best Ave,,Best,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-122.198275338019,-122.197372065182,-122.199372065182,37.7783698392,37.779510822811,37.777510822811,
,6615,,,,PointAddress,,,,Pleasanton,United States,USA,-121.870834697909,37.634649787859,0,,,ENG,,,"6615 Alisal St, Pleasanton, CA, 94566, USA","6615 Alisal St, Pleasanton, California, 94566",,,,,"6615 Alisal St, Pleasanton, California, 94566",94566,9712,20,California,CA,-1,100,,6615 Alisal St,,6615 Alisal St,,Alisal,,,St,M,Single Family,Residential,,Alameda County,,,,,,-121.870593634374,-121.869834697909,-121.871834697909,37.634952206926,37.635649787859,37.633649787859,
,463,,,,PointAddress,,,,Alameda,United States,USA,-122.282869695818,37.778133301892,0,,,ENG,,,"463 Buena Vista Ave, Alameda, CA, 94501, USA","463 Buena Vista Ave, Alameda, California, 94501",,,,,"463 Buena Vista Ave, Alameda, California, 94501",94501,1963,20,California,CA,-1,100,,463 Buena Vista Ave,,463 Buena Vista Ave,,Buena Vista,,,Ave,M,Multifamily,Residential,,Alameda County,,,,,,-122.282889812385,-122.281869695818,-122.283869695818,37.77740198084,37.779133301892,37.777133301892,
,844,,,,PointAddress,,,,Pleasanton,United States,USA,-121.851188690332,37.660834266646,0,,,ENG,,,"844 Madeira Dr, Pleasanton, CA, 94566, USA","844 Madeira Dr, Pleasanton, California, 94566",,,,,"844 Madeira Dr, Pleasanton, California, 94566",94566,6917,20,California,CA,-1,100,,844 Madeira Dr,,844 Madeira Dr,,Madeira,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-121.851245938731,-121.850188690332,-121.852188690332,37.660640644683,37.661834266646,37.659834266646,
,39530,,,,PointAddress,,,,Fremont,United States,USA,-121.991847419176,37.532118869728,0,,,ENG,,,"39530 Banyan Tree Ct, Fremont, CA, 94538, USA","39530 Banyan Tree Ct, Fremont, California, 94538",,,,,"39530 Banyan Tree Ct, Fremont, California, 94538",94538,1814,20,California,CA,-1,100,,39530 Banyan Tree Ct,,39530 Banyan Tree Ct,,Banyan Tree,,,Ct,M,Single Family,Residential,,Alameda County,,,,,,-121.991684391159,-121.990847419176,-121.992847419176,37.531977383202,37.533118869728,37.531118869728,
,31,,,,PointAddress,,,,Oakland,United States,USA,-122.139402861772,37.761039039009,0,,,ENG,,,"31 Sequoyah View Ct, Oakland, CA, 94605, USA","31 Sequoyah View Ct, Oakland, California, 94605",,,,,"31 Sequoyah View Ct, Oakland, California, 94605",94605,4904,20,California,CA,-1,100,,31 Sequoyah View Ct,,31 Sequoyah View Ct,,Sequoyah View,,,Ct,M,Single Family,Residential,,Alameda County,,,,,,-122.139505875362,-122.138402861772,-122.140402861772,37.760896714293,37.762039039009,37.760039039009,
,32722,,,,PointAddress,,,,Union City,United States,USA,-122.06831686295,37.577023365338,0,,,ENG,,,"32722 Fellows Ct, Union City, CA, 94587, USA","32722 Fellows Ct, Union City, California, 94587",,,,,"32722 Fellows Ct, Union City, California, 94587",94587,5450,20,California,CA,-1,100,,32722 Fellows Ct,,32722 Fellows Ct,,Fellows,,,Ct,M,Single Family,Residential,,Alameda County,,,,,,-122.068206389466,-122.06731686295,-122.06931686295,37.577232745279,37.578023365338,37.576023365338,
,3625,,,,PointAddress,,,,Fremont,United States,USA,-122.032534099199,37.575076752144,0,,,ENG,,,"3625 Warwick Rd, Fremont, CA, 94555, USA","3625 Warwick Rd, Fremont, California, 94555",,,,,"3625 Warwick Rd, Fremont, California, 94555",94555,3164,20,California,CA,-1,100,,3625 Warwick Rd,,3625 Warwick Rd,,Warwick,,,Rd,M,Single Family,Residential,,Alameda County,,,,,,-122.032318516649,-122.031534099199,-122.033534099199,37.574878771591,37.576076752144,37.574076752144,
,2500,,,,PointAddress,,,,Oakland,United States,USA,-122.186411005532,37.768033862937,0,,,ENG,,,"2500 65th Ave, Oakland, CA, 94605, USA","2500 65th Ave, Oakland, California, 94605",,,,,"2500 65th Ave, Oakland, California, 94605",94605,1909,20,California,CA,-1,100,,2500 65th Ave,,2500 65th Ave,,65th,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-122.186490214517,-122.185411005532,-122.187411005532,37.768157076914,37.769033862937,37.767033862937,
,852,,,,PointAddress,,,,Emeryville,United States,USA,-122.271320019975,37.835269299259,0,,,ENG,,,"852 46th St, Emeryville, CA, 94608, USA","852 46th St, Emeryville, California, 94608",,,,,"852 46th St, Emeryville, California, 94608",94608,3416,20,California,CA,-1,100,,852 46th St,,852 46th St,,46th,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.271367796823,-122.270320019975,-122.272320019975,37.834967047831,37.836269299259,37.834269299259,
,5233,,,,PointAddress,,,,Oakland,United States,USA,-122.190116477287,37.779276844943,0,,,ENG,,,"5233 Camden St, Oakland, CA, 94619, USA","5233 Camden St, Oakland, California, 94619",,,,,"5233 Camden St, Oakland, California, 94619",94619,3403,20,California,CA,-1,100,,5233 Camden St,,5233 Camden St,,Camden,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.190026539466,-122.189116477287,-122.191116477287,37.779377427781,37.780276844943,37.778276844943,
,1815,,,,PointAddress,,,,Oakland,United States,USA,-122.211576663988,37.810552617447,0,,,ENG,,,"1815 Clemens Rd, Oakland, CA, 94602, USA","1815 Clemens Rd, Oakland, California, 94602",,,,,"1815 Clemens Rd, Oakland, California, 94602",94602,1803,20,California,CA,-1,100,,1815 Clemens Rd,,1815 Clemens Rd,,Clemens,,,Rd,M,Single Family,Residential,,Alameda County,,,,,,-122.211516817199,-122.210576663988,-122.212576663988,37.810663342388,37.811552617447,37.809552617447,
,7500,,,,PointAddress,,,,Oakland,United States,USA,-122.167250310149,37.771038565678,0,,,ENG,,,"7500 Hillmont Dr, Oakland, CA, 94605, USA","7500 Hillmont Dr, Oakland, California, 94605",,,,,"7500 Hillmont Dr, Oakland, California, 94605",94605,2932,20,California,CA,-1,100,,7500 Hillmont Dr,,7500 Hillmont Dr,,Hillmont,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.167270175259,-122.166250310149,-122.168250310149,37.770566664529,37.772038565678,37.770038565678,
,1353,,,,PointAddress,,,,Livermore,United States,USA,-121.738089407672,37.711980472185,0,,,ENG,,,"1353 Marigold Rd, Livermore, CA, 94551, USA","1353 Marigold Rd, Livermore, California, 94551",,,,,"1353 Marigold Rd, Livermore, California, 94551",94551,1321,20,California,CA,-1,98.3,,1353 Marigold Rd,,1353 Marigold Rd,,Marigold,,,Rd,M,Single Family,Residential,,Alameda County,,,,,,-121.738176495646,-121.737089407672,-121.739089407672,37.711805709504,37.712980472185,37.710980472185,
,2920,,,,PointAddress,,,,Berkeley,United States,USA,-122.262823620002,37.856366130456,0,,,ENG,,,"2920 Deakin St, Berkeley, CA, 94705, USA","2920 Deakin St, Berkeley, California, 94705",,,,,"2920 Deakin St, Berkeley, California, 94705",94705,1946,20,California,CA,-1,100,,2920 Deakin St,,2920 Deakin St,,Deakin,,,St,M,Multifamily,Residential,,Alameda County,,,,,,-122.262502257834,-122.261823620002,-122.263823620002,37.856434694424,37.857366130456,37.855366130456,
,48275,,,,PointAddress,,,,Fremont,United States,USA,-121.912996257615,37.47539413044,0,,,ENG,,,"48275 Arcadian St, Fremont, CA, 94539, USA","48275 Arcadian St, Fremont, California, 94539",,,,,"48275 Arcadian St, Fremont, California, 94539",94539,7601,20,California,CA,-1,100,,48275 Arcadian St,,48275 Arcadian St,,Arcadian,,,St,M,Single Family,Residential,,Alameda County,,,,,,-121.912792493549,-121.911996257615,-121.913996257615,37.475463616417,37.47639413044,37.47439413044,
,5829,,,,PointAddress,,,,Oakland,United States,USA,-122.189023477113,37.773764025315,0,,,ENG,,,"5829 Picardy Dr, Oakland, CA, 94605, USA","5829 Picardy Dr, Oakland, California, 94605",,,,,"5829 Picardy Dr, Oakland, California, 94605",94605,1181,20,California,CA,-1,100,,5829 Picardy Dr,,5829 Picardy Dr,,Picardy,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.188849217346,-122.188023477113,-122.190023477113,37.773928478255,37.774764025315,37.772764025315,
,41974,,,,PointAddress,,,,Fremont,United States,USA,-121.943712077077,37.534817926369,0,,,ENG,,,"41974 Chadbourne Dr, Fremont, CA, 94539, USA","41974 Chadbourne Dr, Fremont, California, 94539",,,,,"41974 Chadbourne Dr, Fremont, California, 94539",94539,4609,20,California,CA,-1,100,,41974 Chadbourne Dr,,41974 Chadbourne Dr,,Chadbourne,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-121.943890360158,-121.942712077077,-121.944712077077,37.534787835337,37.535817926369,37.533817926369,
,38852,,,,PointAddress,,,,Fremont,United States,USA,-121.974938438262,37.560921142605,0,,,ENG,,,"38852 Bluegill St, Fremont, CA, 94536, USA","38852 Bluegill St, Fremont, California, 94536",,,,,"38852 Bluegill St, Fremont, California, 94536",94536,3213,20,California,CA,-1,100,,38852 Bluegill St,,38852 Bluegill St,,Bluegill,,,St,M,Single Family,Residential,,Alameda County,,,,,,-121.975054192345,-121.973938438262,-121.975938438262,37.560838832315,37.561921142605,37.559921142605,
,16009,,,,PointAddress,,,,San Lorenzo,United States,USA,-122.134274478133,37.676540192997,0,,,ENG,,,"16009 Via Olinda, San Lorenzo, CA, 94580, USA","16009 Via Olinda, San Lorenzo, California, 94580",,,,,"16009 Via Olinda, San Lorenzo, California, 94580",94580,2324,20,California,CA,-1,100,,16009 Via Olinda,,16009 Via Olinda,,Olinda,,Via,,M,Single Family,Residential,,Alameda County,,,,,,-122.134121173124,-122.133274478133,-122.135274478133,37.676640524378,37.677540192997,37.675540192997,
,2511,,,,PointAddress,,,,Berkeley,United States,USA,-122.259579823473,37.875423979887,0,,,ENG,,,"2511 Hearst Ave, Berkeley, CA, 94709, USA","2511 Hearst Ave, Berkeley, California, 94709",,,,,"2511 Hearst Ave, Berkeley, California, 94709",94709,1165,20,California,CA,-1,100,,2511 Hearst Ave,,2511 Hearst Ave,,Hearst,,,Ave,M,Multifamily,Residential,,Alameda County,,,,,,-122.259548894251,-122.258579823473,-122.260579823473,37.875191717351,37.876423979887,37.874423979887,
,4418,,,,PointAddress,,,,Fremont,United States,USA,-121.987859058188,37.540894973809,0,,,ENG,,,"4418 Inyo Ct, Fremont, CA, 94538, USA","4418 Inyo Ct, Fremont, California, 94538",,,,,"4418 Inyo Ct, Fremont, California, 94538",94538,1209,20,California,CA,-1,100,,4418 Inyo Ct,,4418 Inyo Ct,,Inyo,,,Ct,M,Single Family,Residential,,Alameda County,,,,,,-121.98800347838,-121.986859058188,-121.988859058188,37.541009135331,37.541894973809,37.539894973809,
,2909,,,,PointAddress,,,,Berkeley,United States,USA,-122.269915883555,37.855919207379,0,,,ENG,,,"2909 Otis St, Berkeley, CA, 94703, USA","2909 Otis St, Berkeley, California, 94703",,,,,"2909 Otis St, Berkeley, California, 94703",94703,2516,20,California,CA,-1,100,,2909 Otis St,,2909 Otis St,,Otis,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.270142865493,-122.268915883555,-122.270915883555,37.855893474936,37.856919207379,37.854919207379,
,4141,,,,PointAddress,,,,Fremont,United States,USA,-122.053602431926,37.578061422137,0,,,ENG,,,"4141 Deep Creek Rd, Fremont, CA, 94555, USA","4141 Deep Creek Rd, Fremont, California, 94555",,,,,"4141 Deep Creek Rd, Fremont, California, 94555",94555,2005,20,California,CA,-1,100,,4141 Deep Creek Rd,,4141 Deep Creek Rd,,Deep Creek,,,Rd,M,,Commercial,,Alameda County,,,,,,-122.052475736501,-122.052602431926,-122.054602431926,37.577200768319,37.579061422137,37.577061422137,
,4888,,,,PointAddress,,,,Fremont,United States,USA,-121.980103031723,37.527747330036,0,,,ENG,,,"4888 Piper St, Fremont, CA, 94538, USA","4888 Piper St, Fremont, California, 94538",,,,,"4888 Piper St, Fremont, California, 94538",94538,2521,20,California,CA,-1,100,,4888 Piper St,,4888 Piper St,,Piper,,,St,M,Single Family,Residential,,Alameda County,,,,,,-121.97990940976,-121.979103031723,-121.981103031723,37.527962577309,37.528747330036,37.526747330036,
,674,,,,PointAddress,,,,Oakland,United States,USA,-122.278073151725,37.80386234997,0,,,ENG,,,"674 10th St, Oakland, CA, 94607, USA","674 10th St, Oakland, California, 94607",,,,,"674 10th St, Oakland, California, 94607",94607,3647,20,California,CA,-1,100,,674 10th St,,674 10th St,,10th,,,St,M,Multifamily,Residential,,Alameda County,,,,,,-122.27815588111,-122.277073151725,-122.279073151725,37.803655903695,37.80486234997,37.80286234997,
,862,,,,PointAddress,,,,Alameda,United States,USA,-122.247725800726,37.759287011698,0,,,ENG,,,"862 Oak St, Alameda, CA, 94501, USA","862 Oak St, Alameda, California, 94501",,,,,"862 Oak St, Alameda, California, 94501",94501,5222,20,California,CA,-1,100,,862 Oak St,,862 Oak St,,Oak,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.247854379121,-122.246725800726,-122.248725800726,37.759376949519,37.760287011698,37.758287011698,
,10735,,,,PointAddress,,,,Oakland,United States,USA,-122.176702833817,37.730992514515,0,,,ENG,,,"10735 Acalanes Dr, Oakland, CA, 94603, USA","10735 Acalanes Dr, Oakland, California, 94603",,,,,"10735 Acalanes Dr, Oakland, California, 94603",94603,3560,20,California,CA,-1,100,,10735 Acalanes Dr,,10735 Acalanes Dr,,Acalanes,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.176576518536,-122.175702833817,-122.177702833817,37.731136347973,37.731992514515,37.729992514515,
,32469,,,,PointAddress,,,,Union City,United States,USA,-122.072578054887,37.579204001268,0,,,ENG,,,"32469 Deborah Dr, Union City, CA, 94587, USA","32469 Deborah Dr, Union City, California, 94587",,,,,"32469 Deborah Dr, Union City, California, 94587",94587,5006,20,California,CA,-1,100,,32469 Deborah Dr,,32469 Deborah Dr,,Deborah,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.072666819241,-122.071578054887,-122.073578054887,37.579035944109,37.580204001268,37.578204001268,
,5491,,,,PointAddress,,,,Fremont,United States,USA,-121.998113310895,37.529938527164,0,,,ENG,,,"5491 Tyler Pl, Fremont, CA, 94538, USA","5491 Tyler Pl, Fremont, California, 94538",,,,,"5491 Tyler Pl, Fremont, California, 94538",94538,1035,20,California,CA,-1,100,,5491 Tyler Pl,,5491 Tyler Pl,,Tyler,,,Pl,M,Single Family,Residential,,Alameda County,,,,,,-121.998182796872,-121.997113310895,-121.999113310895,37.529710120303,37.530938527164,37.528938527164,
,25944,,,,PointAddress,,,,Hayward,United States,USA,-122.076693317889,37.648843199782,0,,,ENG,,,"25944 Tarragon St, Hayward, CA, 94544, USA","25944 Tarragon St, Hayward, California, 94544",,,,,"25944 Tarragon St, Hayward, California, 94544",94544,2970,20,California,CA,-1,100,,25944 Tarragon St,,25944 Tarragon St,,Tarragon,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.076791721432,-122.075693317889,-122.077693317889,37.648763404064,37.649843199782,37.647843199782,
,1040,,,,PointAddress,,,,Emeryville,United States,USA,-122.27964651877,37.839578268043,0,,,ENG,,,"1040 56th St, Emeryville, CA, 94608, USA","1040 56th St, Emeryville, California, 94608",,,,,"1040 56th St, Emeryville, California, 94608",94608,3129,20,California,CA,-1,100,,1040 56th St,,1040 56th St,,56th,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.279623887632,-122.27864651877,-122.28064651877,37.839432925842,37.840578268043,37.838578268043,
,1811,,,,PointAddress,,,,Alameda,United States,USA,-122.233769596663,37.766955698732,0,,,ENG,,,"1811 Pearl St, Alameda, CA, 94501, USA","1811 Pearl St, Alameda, California, 94501",,,,,"1811 Pearl St, Alameda, California, 94501",94501,1647,20,California,CA,-1,100,,1811 Pearl St,,1811 Pearl St,,Pearl,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.233595923629,-122.232769596663,-122.234769596663,37.76679661021,37.767955698732,37.765955698732,
,3331,,,,PointAddress,,,,Berkeley,United States,USA,-122.273165463597,37.847413880679,0,,,ENG,,,"3331 King St, Berkeley, CA, 94703, USA","3331 King St, Berkeley, California, 94703",,,,,"3331 King St, Berkeley, California, 94703",94703,2647,20,California,CA,-1,100,,3331 King St,,3331 King St,,King,,,St,M,Multifamily,Residential,,Alameda County,,,,,,-122.273309967608,-122.272165463597,-122.274165463597,37.847376832667,37.848413880679,37.846413880679,
,1427,,,,PointAddress,,,,Berkeley,United States,USA,-122.281019390692,37.85973502689,0,,,ENG,,,"1427 Carleton St, Berkeley, CA, 94702, USA","1427 Carleton St, Berkeley, California, 94702",,,,,"1427 Carleton St, Berkeley, California, 94702",94702,2306,20,California,CA,-1,100,,1427 Carleton St,,1427 Carleton St,,Carleton,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.280995921363,-122.280019390692,-122.282019390692,37.859549367735,37.86073502689,37.85873502689,
,3659,,,,PointAddress,,,,Oakland,United States,USA,-122.188757686964,37.798629653546,0,,,ENG,,,"3659 Redwood Rd, Oakland, CA, 94619, USA","3659 Redwood Rd, Oakland, California, 94619",,,,,"3659 Redwood Rd, Oakland, California, 94619",94619,1644,20,California,CA,-1,100,,3659 Redwood Rd,,3659 Redwood Rd,,Redwood,,,Rd,M,Single Family,Residential,,Alameda County,,,,,,-122.188750981441,-122.187757686964,-122.189757686964,37.798811540845,37.799629653546,37.797629653546,
,809,,,,PointAddress,,,,San Leandro,United States,USA,-122.144198735312,37.730301845693,0,,,ENG,,,"809 Rodney Dr, San Leandro, CA, 94577, USA","809 Rodney Dr, San Leandro, California, 94577",,,,,"809 Rodney Dr, San Leandro, California, 94577",94577,3828,20,California,CA,-1,100,,809 Rodney Dr,,809 Rodney Dr,,Rodney,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.14424475196,-122.143198735312,-122.145198735312,37.730463281148,37.731301845693,37.729301845693,
,41228,,,,PointAddress,,,,Fremont,United States,USA,-121.948716157092,37.53928908498,0,,,ENG,,,"41228 Joyce Ave, Fremont, CA, 94539, USA","41228 Joyce Ave, Fremont, California, 94539",,,,,"41228 Joyce Ave, Fremont, California, 94539",94539,4543,20,California,CA,-1,100,,41228 Joyce Ave,,41228 Joyce Ave,,Joyce,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-121.948803915618,-121.947716157092,-121.949716157092,37.539134355047,37.54028908498,37.53828908498,
,1811,,,,PointAddress,,,,Alameda,United States,USA,-122.233769596663,37.766955698732,0,,,ENG,,,"1811 Pearl St, Alameda, CA, 94501, USA","1811 Pearl St, Alameda, California, 94501",,,,,"1811 Pearl St, Alameda, California, 94501",94501,1647,20,California,CA,-1,100,,1811 Pearl St,,1811 Pearl St,,Pearl,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.233595923629,-122.232769596663,-122.234769596663,37.76679661021,37.767955698732,37.765955698732,
,3000,,,,PointAddress,,,,Berkeley,United States,USA,-122.277055923956,37.853364361382,0,,,ENG,,,"3000 California St, Berkeley, CA, 94703, USA","3000 California St, Berkeley, California, 94703",,,,,"3000 California St, Berkeley, California, 94703",94703,2329,20,California,CA,-1,100,,3000 California St,,3000 California St,,California,,,St,M,Multifamily,Residential,,Alameda County,,,,,,-122.27691963421,-122.276055923956,-122.278055923956,37.853392524576,37.854364361382,37.852364361382,
,587,,,,PointAddress,,,,Oakland,United States,USA,-122.274112031923,37.806120644233,0,,,ENG,,,"587 15th St, Oakland, CA, 94612, USA","587 15th St, Oakland, California, 94612",,,,,"587 15th St, Oakland, California, 94612",94612,1409,20,California,CA,-1,100,,587 15th St,,587 15th St,,15th,,,St,M,,,,Alameda County,,,,,,-122.27434253426,-122.273112031923,-122.275112031923,37.806376711375,37.807120644233,37.805120644233,
,4642,,,,PointAddress,,,,Fremont,United States,USA,-121.972020697767,37.52881866299,0,,,ENG,,,"4642 Hampshire Way, Fremont, CA, 94538, USA","4642 Hampshire Way, Fremont, California, 94538",,,,,"4642 Hampshire Way, Fremont, California, 94538",94538,3326,20,California,CA,-1,100,,4642 Hampshire Way,,4642 Hampshire Way,,Hampshire,,,Way,M,Single Family,Residential,,Alameda County,,,,,,-121.972127818489,-121.971020697767,-121.973020697767,37.52893299215,37.52981866299,37.52781866299,
