AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Addr_type,BldgName,BldgType,Block,City,CntryName,Country,DisplayX,DisplayY,Distance,District,ExInfo,LangCode,LevelName,LevelType,LongLabel,Match_addr,MetroArea,Nbrhd,Phone,PlaceName,Place_addr,Postal,PostalExt,Rank,Region,RegionAbbr,ResultID,Score,Sector,ShortLabel,Side,StAddr,StDir,StName,StPreDir,StPreType,StType,Status,StrucDet,StrucType,SubAddr,Subregion,Territory,Type,URL,UnitName,UnitType,X,Xmax,Xmin,Y,Ymax,Ymin,Zone
,39647,,,,PointAddress,,,,Fremont,United States,USA,-121.979455194426,37.542886346366,0,,,ENG,,,"39647 Embarcadero Ter, Fremont, CA, 94538, USA","39647 Embarcadero Ter, Fremont, California, 94538",,,,,"39647 Embarcadero Ter, Fremont, California, 94538",94538,2104,20,California,CA,-1,100,,39647 Embarcadero Ter,,39647 Embarcadero Ter,,Embarcadero,,,Ter,M,Single Family,Residential,,Alameda County,,,,,,-121.979369112281,-121.978455194426,-121.980455194426,37.543012577828,37.543886346366,37.541886346366,
,1472,,,,PointAddress,,,,Berkeley,United States,USA,-122.282724856531,37.869999631247,0,,,ENG,,,"1472 University Ave, Berkeley, CA, 94702, USA","1472 University Ave, Berkeley, California, 94702",,,,,"1472 University Ave, Berkeley, California, 94702",94702,1510,20,California,CA,-1,100,,1472 University Ave,,1472 University Ave,,University,,,Ave,M,Multifamily,Residential,,Alameda County,,,,,,-122.282753941735,-122.281724856531,-122.283724856531,37.870218231282,37.870999631247,37.868999631247,
,41040,,,,PointAddress,,,,Fremont,United States,USA,-121.95646673532,37.534220296673,0,,,ENG,,,"41040 Lincoln St, Fremont, CA, 94538, USA","41040 Lincoln St, Fremont, California, 94538",,,,,"41040 Lincoln St, Fremont, California, 94538",94538,4316,20,California,CA,-1,100,,41040 Lincoln St,,41040 Lincoln St,,Lincoln,,,St,M,Medical,Commercial,,Alameda County,,,,,,-121.956624482738,-121.95546673532,-121.95746673532,37.533989123783,37.535220296673,37.533220296673,
,2362,,,,PointAddress,,,,Berkeley,United States,USA,-122.261960032518,37.868022005012,0,,,ENG,,,"2362 Bancroft Way, Berkeley, CA, 94704, USA","2362 Bancroft Way, Berkeley, California, 94704",,,,,"2362 Bancroft Way, Berkeley, California, 94704",94704,1604,20,California,CA,-1,100,,2362 Bancroft Way,,2362 Bancroft Way,,Bancroft,,,Way,M,,,,Alameda County,,,,,,-122.261998673092,-122.260960032518,-122.262960032518,37.86832693865,37.869022005012,37.867022005012,
,1930,,,,PointAddress,,,,Berkeley,United States,USA,-122.270820877641,37.865107030545,0,,,ENG,,,"1930 Channing Way, Berkeley, CA, 94704, USA","1930 Channing Way, Berkeley, California, 94704",,,,,"1930 Channing Way, Berkeley, California, 94704",94704,1965,20,California,CA,-1,100,,1930 Channing Way,,1930 Channing Way,,Channing,,,Way,M,Multifamily,Residential,,Alameda County,,,,,,-122.270850633397,-122.269820877641,-122.271820877641,37.865332839016,37.866107030545,37.864107030545,
,5659,,,,PointAddress,,,,Oakland,United States,USA,-122.24977718771,37.843800148854,0,,,ENG,,,"5659 Ocean View Dr, Oakland, CA, 94618, USA","5659 Ocean View Dr, Oakland, California, 94618",,,,,"5659 Ocean View Dr, Oakland, California, 94618",94618,1532,20,California,CA,-1,100,,5659 Ocean View Dr,,5659 Ocean View Dr,,Ocean View,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.249839129974,-122.24877718771,-122.25077718771,37.84397013385,37.844800148854,37.842800148854,
,18514,,,,PointAddress,,,,Castro Valley,United States,USA,-122.084115744608,37.714054364578,0,,,ENG,,,"18514 Capricorn Ct, Castro Valley, CA, 94546, USA","18514 Capricorn Ct, Castro Valley, California, 94546",,,,,"18514 Capricorn Ct, Castro Valley, California, 94546",94546,2118,20,California,CA,-1,100,,18514 Capricorn Ct,,18514 Capricorn Ct,,Capricorn,,,Ct,M,Single Family,Residential,,Alameda County,,,,,,-122.084200150373,-122.083115744608,-122.085115744608,37.713896952436,37.715054364578,37.713054364578,
,587,,,,PointAddress,,,,San Leandro,United States,USA,-122.144778679192,37.734907785307,0,,,ENG,,,"587 Lewis Ave, San Leandro, CA, 94577, USA","587 Lewis Ave, San Leandro, California, 94577",,,,,"587 Lewis Ave, San Leandro, California, 94577",94577,2131,20,California,CA,-1,100,,587 Lewis Ave,,587 Lewis Ave,,Lewis,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-122.144555972025,-122.143778679192,-122.145778679192,37.734869228553,37.735907785307,37.733907785307,
,623,,,,PointAddress,,,,Livermore,United States,USA,-121.791765690684,37.669767279955,0,,,ENG,,,"623 Los Alamos Ave, Livermore, CA, 94550, USA","623 Los Alamos Ave, Livermore, California, 94550",,,,,"623 Los Alamos Ave, Livermore, California, 94550",94550,5321,20,California,CA,-1,100,,623 Los Alamos Ave,,623 Los Alamos Ave,,Los Alamos,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-121.791589083984,-121.790765690684,-121.792765690684,37.669936259123,37.670767279955,37.668767279955,
,25318,,,,PointAddress,,,,Hayward,United States,USA,-122.095538518436,37.644307961522,0,,,ENG,,,"25318 Lindenwood Way, Hayward, CA, 94545, USA","25318 Lindenwood Way, Hayward, California, 94545",,,,,"25318 Lindenwood Way, Hayward, California, 94545",94545,2632,20,California,CA,-1,100,,25318 Lindenwood Way,,25318 Lindenwood Way,,Lindenwood,,,Way,M,Single Family,Residential,,Alameda County,,,,,,-122.095717974983,-122.094538518436,-122.096538518436,37.644269237129,37.645307961522,37.643307961522,
,646,,,,PointAddress,,,,Oakland,United States,USA,-122.239831472859,37.810752609657,0,,,ENG,,,"646 Mandana Blvd, Oakland, CA, 94610, USA","646 Mandana Blvd, Oakland, California, 94610",,,,,"646 Mandana Blvd, Oakland, California, 94610",94610,2333,20,California,CA,-1,100,,646 Mandana Blvd,,646 Mandana Blvd,,Mandana,,,Blvd,M,Single Family,Residential,,Alameda County,,,,,,-122.239868520871,-122.238831472859,-122.240831472859,37.810548594133,37.811752609657,37.809752609657,
,4621,,,,PointAddress,,,,Fremont,United States,USA,-122.028776408187,37.558471866678,0,,,ENG,,,"4621 Capitan Dr, Fremont, CA, 94536, USA","4621 Capitan Dr, Fremont, California, 94536",,,,,"4621 Capitan Dr, Fremont, California, 94536",94536,5447,20,California,CA,-1,100,,4621 Capitan Dr,,4621 Capitan Dr,,Capitan,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.028692756793,-122.027776408187,-122.029776408187,37.558292661588,37.559471866678,37.557471866678,
,29273,,,,PointAddress,,,,Hayward,United States,USA,-122.057188880656,37.6278930938,0,,,ENG,,,"29273 Chance St, Hayward, CA, 94544, USA","29273 Chance St, Hayward, California, 94544",,,,,"29273 Chance St, Hayward, California, 94544",94544,6589,20,California,CA,-1,100,,29273 Chance St,,29273 Chance St,,Chance,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.057312429909,-122.056188880656,-122.058188880656,37.628032149574,37.6288930938,37.6268930938,
,3359,,,,PointAddress,,,,Hayward,United States,USA,-122.036502092162,37.65016360099,0,,,ENG,,,"3359 Daisy Ct, Hayward, CA, 94542, USA","3359 Daisy Ct, Hayward, California, 94542",,,,,"3359 Daisy Ct, Hayward, California, 94542",94542,2615,20,California,CA,-1,100,,3359 Daisy Ct,,3359 Daisy Ct,,Daisy,,,Ct,M,Single Family,Residential,,Alameda County,,,,,,-122.036506702209,-122.035502092162,-122.037502092162,37.650271895179,37.65116360099,37.64916360099,
,41770,,,,PointAddress,,,,Fremont,United States,USA,-121.963739209792,37.524945008347,0,,,ENG,,,"41770 Sherwood St, Fremont, CA, 94538, USA","41770 Sherwood St, Fremont, California, 94538",,,,,"41770 Sherwood St, Fremont, California, 94538",94538,5119,20,California,CA,-1,100,,41770 Sherwood St,,41770 Sherwood St,,Sherwood,,,St,M,Single Family,Residential,,Alameda County,,,,,,-121.96395060139,-121.962739209792,-121.964739209792,37.524912486563,37.525945008347,37.523945008347,
,610,,,,PointAddress,,,,Oakland,United States,USA,-122.266091472593,37.848837714572,0,,,ENG,,,"610 63rd St, Oakland, CA, 94609, USA","610 63rd St, Oakland, California, 94609",,,,,"610 63rd St, Oakland, California, 94609",94609,1218,20,California,CA,-1,100,,610 63rd St,,610 63rd St,,63rd,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.266076971901,-122.265091472593,-122.267091472593,37.84871844009,37.849837714572,37.847837714572,
,324,,,,PointAddress,,,,Livermore,United States,USA,-121.797946422267,37.676670405863,0,,,ENG,,,"324 Robert Way, Livermore, CA, 94550, USA","324 Robert Way, Livermore, California, 94550",,,,,"324 Robert Way, Livermore, California, 94550",94550,3916,20,California,CA,-1,100,,324 Robert Way,,324 Robert Way,,Robert,,,Way,M,Single Family,Residential,,Alameda County,,,,,,-121.797930412832,-121.796946422267,-121.798946422267,37.676495056449,37.677670405863,37.675670405863,
,6430,,,,PointAddress,,,,Castro Valley,United States,USA,-122.031616113163,37.707972916638,0,,,ENG,,,"6430 Ridgewood Dr, Castro Valley, CA, 94552, USA","6430 Ridgewood Dr, Castro Valley, California, 94552",,,,,"6430 Ridgewood Dr, Castro Valley, California, 94552",94552,5202,20,California,CA,-1,100,,6430 Ridgewood Dr,,6430 Ridgewood Dr,,Ridgewood,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.03143112456,-122.030616113163,-122.032616113163,37.707817180878,37.708972916638,37.706972916638,
,1344,,,,PointAddress,,,,Berkeley,United States,USA,-122.289539259993,37.879598125759,0,,,ENG,,,"1344 Northside Ave, Berkeley, CA, 94702, USA","1344 Northside Ave, Berkeley, California, 94702",,,,,"1344 Northside Ave, Berkeley, California, 94702",94702,1150,20,California,CA,-1,100,,1344 Northside Ave,,1344 Northside Ave,,Northside,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-122.289370448463,-122.288539259993,-122.290539259993,37.879532160181,37.880598125759,37.878598125759,
,32400,,,,PointAddress,,,,Union City,United States,USA,-122.055748450596,37.594166746174,0,,,ENG,,,"32400 Almaden Blvd, Union City, CA, 94587, USA","32400 Almaden Blvd, Union City, California, 94587",,,,,"32400 Almaden Blvd, Union City, California, 94587",94587,2928,20,California,CA,-1,100,,32400 Almaden Blvd,,32400 Almaden Blvd,,Almaden,,,Blvd,M,Single Family,Residential,,Alameda County,,,,,,-122.05551006927,-122.054748450596,-122.056748450596,37.594255259072,37.595166746174,37.593166746174,
,664,,,,PointAddress,,,,San Leandro,United States,USA,-122.152028019611,37.737534673762,0,,,ENG,,,"664 Victoria Ct, San Leandro, CA, 94577, USA","664 Victoria Ct, San Leandro, California, 94577",,,,,"664 Victoria Ct, San Leandro, California, 94577",94577,1902,20,California,CA,-1,100,,664 Victoria Ct,,664 Victoria Ct,,Victoria,,,Ct,M,Single Family,Residential,,Alameda County,,,,,,-122.151924670745,-122.151028019611,-122.153028019611,37.737312050414,37.738534673762,37.736534673762,
,1323,,,,PointAddress,,,,San Leandro,United States,USA,-122.122056764607,37.699181138398,0,,,ENG,,,"1323 159th Ave, San Leandro, CA, 94578, USA","1323 159th Ave, San Leandro, California, 94578",,,,,"1323 159th Ave, San Leandro, California, 94578",94578,5509,20,California,CA,-1,100,,1323 159th Ave,,1323 159th Ave,,159th,,,Ave,M,,,,Alameda County,,,,,,-122.121169456337,-122.121056764607,-122.123056764607,37.69916621861,37.700181138398,37.698181138398,
,1020,,,,PointAddress,,,,San Leandro,United States,USA,-122.145449901999,37.733811474281,0,,,ENG,,,"1020 Oakes Blvd, San Leandro, CA, 94577, USA","1020 Oakes Blvd, San Leandro, California, 94577",,,,,"1020 Oakes Blvd, San Leandro, California, 94577",94577,3042,20,California,CA,-1,100,,1020 Oakes Blvd,,1020 Oakes Blvd,,Oakes,,,Blvd,M,Single Family,Residential,,Alameda County,,,,,,-122.145443364114,-122.144449901999,-122.146449901999,37.733614080462,37.734811474281,37.732811474281,
,395,,,,PointAddress,,,,San Leandro,United States,USA,-122.153686043878,37.729858526834,0,,,ENG,,,"395 Haas Ave, San Leandro, CA, 94577, USA","395 Haas Ave, San Leandro, California, 94577",,,,,"395 Haas Ave, San Leandro, California, 94577",94577,3736,20,California,CA,-1,100,,395 Haas Ave,,395 Haas Ave,,Haas,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-122.15370490316,-122.152686043878,-122.154686043878,37.730034546801,37.730858526834,37.728858526834,
,1240,,,,PointAddress,,,,San Leandro,United States,USA,-122.138498538238,37.710163359395,0,,,ENG,,,"1240 143rd Ave, San Leandro, CA, 94578, USA","1240 143rd Ave, San Leandro, California, 94578",,,,,"1240 143rd Ave, San Leandro, California, 94578",94578,2736,20,California,CA,-1,100,,1240 143rd Ave,,1240 143rd Ave,,143rd,,,Ave,M,Multifamily,Residential,,Alameda County,,,,,,-122.138923333091,-122.137498538238,-122.139498538238,37.710639283858,37.711163359395,37.709163359395,
,50,,,,PointAddress,,,,Oakland,United States,USA,-122.22149019233,37.829153443607,0,,,ENG,,,"50 Lane Ct, Oakland, CA, 94611, USA","50 Lane Ct, Oakland, California, 94611",,,,,"50 Lane Ct, Oakland, California, 94611",94611,3129,20,California,CA,-1,100,,50 Lane Ct,,50 Lane Ct,,Lane,,,Ct,M,Single Family,Residential,,Alameda County,,,,,,-122.221587757683,-122.22049019233,-122.22249019233,37.828922689813,37.830153443607,37.828153443607,
,261,,,,PointAddress,,,,Fremont,United States,USA,-121.919691721871,37.475752331072,0,,,ENG,,,"261 Camphor Ave, Fremont, CA, 94539, USA","261 Camphor Ave, Fremont, California, 94539",,,,,"261 Camphor Ave, Fremont, California, 94539",94539,7502,20,California,CA,-1,100,,261 Camphor Ave,,261 Camphor Ave,,Camphor,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-121.919624415189,-121.918691721871,-121.920691721871,37.475561978051,37.476752331072,37.474752331072,
,493,,,,PointAddress,,,,Oakland,United States,USA,-122.255164069242,37.843930864634,0,,,ENG,,,"493 Forest St, Oakland, CA, 94618, USA","493 Forest St, Oakland, California, 94618",,,,,"493 Forest St, Oakland, California, 94618",94618,1207,20,California,CA,-1,100,,493 Forest St,,493 Forest St,,Forest,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.255075221069,-122.254164069242,-122.256164069242,37.844083750548,37.844930864634,37.842930864634,
,8030,,,,PointAddress,,,,Oakland,United States,USA,-122.166693500321,37.763087408507,0,,,ENG,,,"8030 Idlewood St, Oakland, CA, 94605, USA","8030 Idlewood St, Oakland, California, 94605",,,,,"8030 Idlewood St, Oakland, California, 94605",94605,3445,20,California,CA,-1,100,,8030 Idlewood St,,8030 Idlewood St,,Idlewood,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.166828197505,-122.165693500321,-122.167693500321,37.762987160945,37.764087408507,37.762087408507,
,3309,,,,PointAddress,,,,Oakland,United States,USA,-122.255743007295,37.818622252819,0,,,ENG,,,"3309 Harrison St, Oakland, CA, 94611, USA","3309 Harrison St, Oakland, California, 94611",,,,,"3309 Harrison St, Oakland, California, 94611",94611,5469,20,California,CA,-1,100,,3309 Harrison St,,3309 Harrison St,,Harrison,,,St,M,Multifamily,Residential,,Alameda County,,,,,,-122.2555642213,-122.254743007295,-122.256743007295,37.818475401876,37.819622252819,37.817622252819,
,493,,,,PointAddress,,,,Oakland,United States,USA,-122.255164069242,37.843930864634,0,,,ENG,,,"493 Forest St, Oakland, CA, 94618, USA","493 Forest St, Oakland, California, 94618",,,,,"493 Forest St, Oakland, California, 94618",94618,1207,20,California,CA,-1,100,,493 Forest St,,493 Forest St,,Forest,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.255075221069,-122.254164069242,-122.256164069242,37.844083750548,37.844930864634,37.842930864634,
,2383,,,,PointAddress,,,,Sunol,United States,USA,-121.91240801565,37.627041073342,0,,,ENG,,,"2383 Fern Trl, Sunol, CA, 94586, USA","2383 Fern Trl, Sunol, California, 94586",,,,,"2383 Fern Trl, Sunol, California, 94586",94586,9487,20,California,CA,-1,100,,2383 Fern Trl,,2383 Fern Trl,,Fern,,,Trl,M,Single Family,Residential,,Alameda County,,,,,,-121.912503485527,-121.91140801565,-121.91340801565,37.626964295109,37.628041073342,37.626041073342,
,18089,,,,PointAddress,,,,Castro Valley,United States,USA,-122.074223506299,37.713109682181,0,,,ENG,,,"18089 Redwood Rd, Castro Valley, CA, 94546, USA","18089 Redwood Rd, Castro Valley, California, 94546",,,,,"18089 Redwood Rd, Castro Valley, California, 94546",94546,1441,20,California,CA,-1,100,,18089 Redwood Rd,,18089 Redwood Rd,,Redwood,,,Rd,M,Single Family,Residential,,Alameda County,,,,,,-122.073913962615,-122.073223506299,-122.075223506299,37.713096271135,37.71410968218,37.712109682181,
,41247,,,,PointAddress,,,,Fremont,United States,USA,-121.948472495167,37.539537315042,0,,,ENG,,,"41247 Apricot Ln, Fremont, CA, 94539, USA","41247 Apricot Ln, Fremont, California, 94539",,,,,"41247 Apricot Ln, Fremont, California, 94539",94539,4501,20,California,CA,-1,100,,41247 Apricot Ln,,41247 Apricot Ln,,Apricot,,,Ln,M,Single Family,Residential,,Alameda County,,,,,,-121.948376690014,-121.947472495167,-121.949472495167,37.539699504869,37.540537315042,37.538537315042,
,2226,,,,PointAddress,,,,Berkeley,United States,USA,-122.272915096149,37.867782198762,0,,,ENG,,,"2226 Martin Luther King Jr Way, Berkeley, CA, 94704, USA","2226 Martin Luther King Jr Way, Berkeley, California, 94704",,,,,"2226 Martin Luther King Jr Way, Berkeley, California, 94704",94704,1411,20,California,CA,-1,100,,2226 Martin Luther King Jr Way,,2226 Martin Luther King Jr Way,,Martin Luther King Jr,,,Way,M,Single Family,Residential,,Alameda County,,,,,,-122.272628686518,-122.271915096149,-122.273915096149,37.867814720547,37.868782198762,37.866782198762,
,40337,,,,PointAddress,,,,Fremont,United States,USA,-121.970981844687,37.53691021704,0,,,ENG,,,"40337 Monte Ct, Fremont, CA, 94538, USA","40337 Monte Ct, Fremont, California, 94538",,,,,"40337 Monte Ct, Fremont, California, 94538",94538,2832,20,California,CA,-1,100,,40337 Monte Ct,,40337 Monte Ct,,Monte,,,Ct,M,Single Family,Residential,,Alameda County,,,,,,-121.970912023434,-121.969981844687,-121.971981844687,37.536980708845,37.53791021704,37.53591021704,
,2601,,,,PointAddress,,,,Berkeley,United States,USA,-122.247352135483,37.864904481855,0,,,ENG,,,"2601 Warring St, Berkeley, CA, 94720, USA","2601 Warring St, Berkeley, California, 94720",,,,,"2601 Warring St, Berkeley, California, 94720",94720,2289,20,California,CA,-1,98.3,,2601 Warring St,,2601 Warring St,,Warring,,,St,M,,,,Alameda County,,,,,,-122.250300302286,-122.246352135483,-122.248352135483,37.864613629815,37.865904481855,37.863904481855,
,2838,,,,PointAddress,,,,Union City,United States,USA,-122.070544521357,37.604465464877,0,,,ENG,,,"2838 Montair Way, Union City, CA, 94587, USA","2838 Montair Way, Union City, California, 94587",,,,,"2838 Montair Way, Union City, California, 94587",94587,1678,20,California,CA,-1,100,,2838 Montair Way,,2838 Montair Way,,Montair,,,Way,M,Single Family,Residential,,Alameda County,,,,,,-122.070647534947,-122.069544521357,-122.071544521357,37.604641065749,37.605465464877,37.603465464877,
,15246,,,,PointAddress,,,,San Leandro,United States,USA,-122.158424333743,37.686038481857,0,,,ENG,,,"15246 Laverne Dr, San Leandro, CA, 94579, USA","15246 Laverne Dr, San Leandro, California, 94579",,,,,"15246 Laverne Dr, San Leandro, California, 94579",94579,1925,20,California,CA,-1,100,,15246 Laverne Dr,,15246 Laverne Dr,,Laverne,,,Dr,M,Single Family,Residential,,Alameda County,,,,,,-122.158488120026,-122.157424333743,-122.159424333743,37.685848883207,37.687038481857,37.685038481857,
,5671,,,,PointAddress,,,,Oakland,United States,USA,-122.252961640364,37.845089159834,0,,,ENG,,,"5671 Miles Ave, Oakland, CA, 94618, USA","5671 Miles Ave, Oakland, California, 94618",,,,,"5671 Miles Ave, Oakland, California, 94618",94618,1293,20,California,CA,-1,100,,5671 Miles Ave,,5671 Miles Ave,,Miles,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-122.252887711978,-122.251961640364,-122.253961640364,37.844898639175,37.846089159834,37.844089159834,
,4774,,,,PointAddress,,,,Fremont,United States,USA,-121.993580461477,37.537475324952,0,,,ENG,,,"4774 Serra Ave, Fremont, CA, 94538, USA","4774 Serra Ave, Fremont, California, 94538",,,,,"4774 Serra Ave, Fremont, California, 94538",94538,1135,20,California,CA,-1,100,,4774 Serra Ave,,4774 Serra Ave,,Serra,,,Ave,M,Single Family,Residential,,Alameda County,,,,,,-121.993746004064,-121.992580461477,-121.994580461477,37.537607591384,37.538475324952,37.536475324952,
,1688,,,,PointAddress,,,,Livermore,United States,USA,-121.77964571015,37.689587337752,0,,,ENG,,,"1688 Pine St, Livermore, CA, 94551, USA","1688 Pine St, Livermore, California, 94551",,,,,"1688 Pine St, Livermore, California, 94551",94551,1936,20,California,CA,-1,98.3,,1688 Pine St,,1688 Pine St,,Pine,,,St,M,Single Family,Residential,,Alameda County,,,,,,-121.779586953008,-121.77864571015,-121.78064571015,37.689394134884,37.690587337752,37.688587337752,
,533,,,,PointAddress,,,,Piedmont,United States,USA,-122.241226137728,37.818566429344,0,,,ENG,,,"533 Boulevard Way, Piedmont, CA, 94610, USA","533 Boulevard Way, Piedmont, California, 94610",,,,,"533 Boulevard Way, Piedmont, California, 94610",94610,1524,20,California,CA,-1,100,,533 Boulevard Way,,533 Boulevard Way,,Boulevard,,,Way,M,Single Family,Residential,,Alameda County,,,,,,-122.241243236811,-122.240226137728,-122.242226137728,37.81873130138,37.819566429344,37.817566429344,
,533,,,,PointAddress,,,,Piedmont,United States,USA,-122.241226137728,37.818566429344,0,,,ENG,,,"533 Boulevard Way, Piedmont, CA, 94610, USA","533 Boulevard Way, Piedmont, California, 94610",,,,,"533 Boulevard Way, Piedmont, California, 94610",94610,1524,20,California,CA,-1,100,,533 Boulevard Way,,533 Boulevard Way,,Boulevard,,,Way,M,Single Family,Residential,,Alameda County,,,,,,-122.241243236811,-122.240226137728,-122.242226137728,37.81873130138,37.819566429344,37.817566429344,
,6315,,,,PointAddress,,,,Emeryville,United States,USA,-122.281485843603,37.84686327346,0,,,ENG,,,"6315 Idaho St, Emeryville, CA, 94608, USA","6315 Idaho St, Emeryville, California, 94608",,,,,"6315 Idaho St, Emeryville, California, 94608",94608,1227,20,California,CA,-1,100,,6315 Idaho St,,6315 Idaho St,,Idaho,,,St,M,Multifamily,Residential,,Alameda County,,,,,,-122.281249557753,-122.280485843603,-122.282485843603,37.846893867406,37.84786327346,37.84586327346,
,1688,,,,PointAddress,,,,Livermore,United States,USA,-121.77964571015,37.689587337752,0,,,ENG,,,"1688 Pine St, Livermore, CA, 94551, USA","1688 Pine St, Livermore, California, 94551",,,,,"1688 Pine St, Livermore, California, 94551",94551,1936,20,California,CA,-1,98.3,,1688 Pine St,,1688 Pine St,,Pine,,,St,M,Single Family,Residential,,Alameda County,,,,,,-121.779586953008,-121.77864571015,-121.78064571015,37.689394134884,37.690587337752,37.688587337752,
,306,,,,PointAddress,,,,Oakland,United States,USA,-122.256032937326,37.811724994244,0,,,ENG,,,"306 Lee St, Oakland, CA, 94610, USA","306 Lee St, Oakland, California, 94610",,,,,"306 Lee St, Oakland, California, 94610",94610,4372,20,California,CA,-1,100,,306 Lee St,,306 Lee St,,Lee,,,St,M,Multifamily,Residential,,Alameda County,,,,,,-122.256337703325,-122.255032937326,-122.257032937326,37.811692137183,37.812724994244,37.810724994244,
,349,,,,PointAddress,,,,Oakland,United States,USA,-122.258736604014,37.826123427519,0,,,ENG,,,"349 38th St, Oakland, CA, 94609, USA","349 38th St, Oakland, California, 94609",,,,,"349 38th St, Oakland, California, 94609",94609,2764,20,California,CA,-1,100,,349 38th St,,349 38th St,,38th,,,St,M,Multifamily,Residential,,Alameda County,,,,,,-122.258709446648,-122.257736604014,-122.259736604014,37.826344374486,37.827123427519,37.825123427519,
,37063,,,,PointAddress,,,,Fremont,United States,USA,-122.015356478288,37.552691119515,0,,,ENG,,,"37063 Shasta St, Fremont, CA, 94536, USA","37063 Shasta St, Fremont, California, 94536",,,,,"37063 Shasta St, Fremont, California, 94536",94536,5728,20,California,CA,-1,100,,37063 Shasta St,,37063 Shasta St,,Shasta,,,St,M,Single Family,Residential,,Alameda County,,,,,,-122.015269306495,-122.014356478288,-122.016356478288,37.552862697073,37.553691119515,37.551691119515,
